GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
3667,1.53E-87,6.27E-90,0.241,-20.10811,-4.849547,1102.42,IRS1,insulin receptor substrate 1
79977,2.07E-87,8.60E-90,0.571,-20.09242,-11.473575,2364.41,GRHL2,grainyhead like transcription factor 2
283120,9.89E-87,4.15E-89,0.355,-20.01406,-7.102137,707.12,H19,H19 imprinted maternally expressed transcript
221178,2.51E-86,1.07E-88,0.165,-19.96695,-3.302829,921.2,SPATA13,spermatogenesis associated 13
10079,3.22E-86,1.39E-88,0.167,-19.95392,-3.329053,2555.04,ATP9A,ATPase phospholipid transporting 9A (putative)
3169,3.63E-86,1.58E-88,0.248,-19.94733,-4.940781,788.3,FOXA1,forkhead box A1
8493,5.28E-86,2.33E-88,0.154,-19.92804,-3.078521,1732.37,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D"
1999,3.84E-85,1.71E-87,0.346,-19.82787,-6.865675,475.41,ELF3,E74 like ETS transcription factor 3
84929,2.01E-84,9.06E-87,0.225,-19.74386,-4.445452,409.58,FIBCD1,fibrinogen C domain containing 1
2625,2.13E-83,9.72E-86,0.337,-19.62364,-6.612537,446.37,GATA3,GATA binding protein 3
84858,7.50E-83,3.46E-85,0.246,19.55903,4.815186,833.65,ZNF503,zinc finger protein 503
894,3.91E-82,1.82E-84,0.361,19.47411,7.023928,632.63,CCND2,cyclin D2
5241,7.20E-82,3.39E-84,0.274,-19.44218,-5.327105,346.02,PGR,progesterone receptor
10769,7.66E-82,3.65E-84,0.203,-19.43847,-3.947825,475.61,PLK2,polo like kinase 2
55561,1.51E-81,7.25E-84,0.171,-19.40324,-3.310825,963.8,CDC42BPG,CDC42 binding protein kinase gamma
1534,1.78E-81,8.66E-84,0.225,-19.39408,-4.357651,1078.34,CYB561,cytochrome b561
9780,3.70E-81,1.82E-83,0.159,-19.35581,-3.071054,3287.37,PIEZO1,piezo type mechanosensitive ion channel component 1
166336,4.45E-81,2.21E-83,0.195,-19.34577,-3.777962,504.87,PRICKLE2,prickle planar cell polarity protein 2
6608,1.15E-80,5.79E-83,0.234,19.29613,4.512178,504.6,SMO,"smoothened, frizzled class receptor"
2201,1.32E-80,6.71E-83,0.3,19.28851,5.79532,661.24,FBN2,fibrillin 2
144501,1.72E-80,8.80E-83,0.535,-19.27447,-10.315203,1359.32,KRT80,keratin 80
91754,1.73E-80,8.95E-83,0.245,19.2736,4.713997,581.14,NEK9,NIMA related kinase 9
9022,4.68E-80,2.45E-82,0.206,-19.2215,-3.950316,412.49,CLIC3,chloride intracellular channel 3
8361,7.74E-80,4.08E-82,0.757,-19.19488,-14.521808,11144.19,H4C6,H4 clustered histone 6
10379,1.05E-79,5.62E-82,0.237,-19.17831,-4.5448,517.95,IRF9,interferon regulatory factor 9
84669,1.16E-79,6.25E-82,0.172,-19.17275,-3.290834,3868.99,USP32,ubiquitin specific peptidase 32
10071,1.26E-79,6.82E-82,0.304,-19.16825,-5.82716,334.9,MUC12,"mucin 12, cell surface associated"
6909,2.65E-79,1.45E-81,0.209,-19.12895,-3.992432,2821.95,TBX2,T-box transcription factor 2
1001,5.26E-79,2.91E-81,0.223,-19.09265,-4.258899,390.82,CDH3,cadherin 3
1952,5.72E-79,3.19E-81,0.146,-19.08774,-2.795384,3100.95,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2
23266,5.81E-79,3.27E-81,0.293,19.08648,5.591156,509.5,ADGRL2,adhesion G protein-coupled receptor L2
7503,6.63E-79,3.77E-81,0.244,19.07904,4.659021,11855.99,XIST,X inactive specific transcript
126353,2.45E-78,1.40E-80,0.386,-19.01021,-7.342523,387.08,MISP,mitotic spindle positioning
10000,7.55E-78,4.37E-80,0.335,18.95059,6.345199,875.12,AKT3,AKT serine/threonine kinase 3
401934,1.29E-77,7.52E-80,0.404,-18.92194,-7.651934,478.38,RNF223,ring finger protein 223
5420,1.40E-77,8.25E-80,0.165,-18.91711,-3.116784,1205.48,PODXL,podocalyxin like
1289,2.87E-77,1.70E-79,0.159,-18.87885,-2.998683,1228.28,COL5A1,collagen type V alpha 1 chain
22874,2.94E-77,1.76E-79,0.194,-18.87706,-3.653028,369,PLEKHA6,pleckstrin homology domain containing A6
319089,3.13E-77,1.89E-79,0.284,-18.87337,-5.354614,403.83,TTC6,tetratricopeptide repeat domain 6
142,4.15E-77,2.53E-79,0.184,18.85792,3.474502,3261.13,PARP1,poly(ADP-ribose) polymerase 1
26115,1.99E-76,1.22E-78,0.163,-18.77443,-3.059327,2271.01,TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
993,2.38E-76,1.48E-78,0.171,18.76445,3.21771,1217.41,CDC25A,cell division cycle 25A
9510,2.67E-76,1.67E-78,0.312,18.75784,5.849404,699.58,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1
7275,5.06E-76,3.19E-78,0.271,18.72345,5.077504,401.76,TUB,TUB bipartite transcription factor
286077,3.18E-75,2.02E-77,0.169,-18.62481,-3.149951,1669.58,FAM83H,family with sequence similarity 83 member H
4591,3.42E-75,2.19E-77,0.19,-18.62061,-3.547007,5895.18,TRIM37,tripartite motif containing 37
6768,4.06E-75,2.62E-77,0.371,-18.6109,-6.89829,777.85,ST14,ST14 transmembrane serine protease matriptase
81671,5.36E-75,3.48E-77,0.214,-18.59565,-3.986347,5005.28,VMP1,vacuole membrane protein 1
4811,2.61E-74,1.71E-76,0.377,18.5102,6.972055,559.18,NID1,nidogen 1
10381,3.89E-74,2.57E-76,0.199,-18.48824,-3.684592,1345.05,TUBB3,tubulin beta 3 class III
4131,6.51E-74,4.33E-76,0.234,18.46002,4.321343,417.22,MAP1B,microtubule associated protein 1B
9052,2.48E-73,1.66E-75,0.237,-18.38729,-4.350384,918.22,GPRC5A,G protein-coupled receptor class C group 5 member A
26154,4.11E-73,2.78E-75,0.439,-18.35931,-8.067077,545.88,ABCA12,ATP binding cassette subfamily A member 12
11167,6.02E-73,4.10E-75,0.39,18.3382,7.152021,601.21,FSTL1,follistatin like 1
150696,1.19E-72,8.19E-75,0.349,-18.30058,-6.394623,271.98,PROM2,prominin 2
231,4.15E-72,2.87E-74,0.398,18.23209,7.257308,845.65,AKR1B1,aldo-keto reductase family 1 member B
5493,2.10E-71,1.46E-73,0.265,-18.14283,-4.814893,313.61,PPL,periplakin
100128338,4.47E-71,3.14E-73,0.278,-18.10089,-5.031783,311.72,FAM83H-AS1,replaced by ID 642574
5711,9.61E-71,6.79E-73,0.351,-18.05826,-6.333712,252.57,PSMD5,"proteasome 26S subunit, non-ATPase 5"
55228,3.68E-70,2.62E-72,0.385,17.98366,6.92027,509.36,PNMA8A,PNMA family member 8A
79170,5.87E-70,4.21E-72,0.298,-17.95729,-5.348708,252.89,PRR15L,proline rich 15 like
6198,1.29E-69,9.34E-72,0.178,-17.913,-3.186057,3179.96,RPS6KB1,ribosomal protein S6 kinase B1
1284,2.97E-69,2.16E-71,0.246,17.86621,4.388182,399.3,COL4A2,collagen type IV alpha 2 chain
55620,4.44E-69,3.25E-71,0.277,-17.84343,-4.935362,281.78,STAP2,signal transducing adaptor family member 2
771,5.45E-69,4.02E-71,0.223,-17.83159,-3.979086,395.89,CA12,carbonic anhydrase 12
22943,6.28E-69,4.66E-71,0.305,-17.82326,-5.443156,363.39,DKK1,dickkopf WNT signaling pathway inhibitor 1
55704,8.81E-69,6.59E-71,0.322,17.80393,5.724764,501.67,CCDC88A,coiled-coil domain containing 88A
25803,1.27E-68,9.53E-71,0.463,-17.78325,-8.234432,501.44,SPDEF,SAM pointed domain containing ETS transcription factor
91683,1.67E-68,1.27E-70,0.24,-17.7673,-4.25822,340.82,SYT12,synaptotagmin 12
6256,3.37E-68,2.57E-70,0.186,-17.72751,-3.297989,1648.17,RXRA,retinoid X receptor alpha
23138,4.27E-68,3.28E-70,0.194,-17.71378,-3.439554,1720.02,N4BP3,NEDD4 binding protein 3
374569,5.23E-68,4.05E-70,0.271,-17.70198,-4.795369,320.9,ASPG,asparaginase
338440,5.86E-68,4.56E-70,0.331,-17.69524,-5.865522,232.86,ANO9,anoctamin 9
5236,6.98E-68,5.47E-70,0.228,17.68505,4.040905,455.66,PGM1,phosphoglucomutase 1
79836,1.01E-67,7.93E-70,0.261,17.66405,4.617648,452.19,LONRF3,LON peptidase N-terminal domain and ring finger 3
140576,1.64E-67,1.30E-69,0.341,-17.63601,-6.011592,369.99,S100A16,S100 calcium binding protein A16
5017,2.14E-67,1.71E-69,0.396,-17.6207,-6.982832,316.31,OVOL1,ovo like transcriptional repressor 1
655,2.57E-67,2.07E-69,0.24,-17.60991,-4.224448,3781.04,BMP7,bone morphogenetic protein 7
399717,2.72E-67,2.20E-69,0.327,-17.60629,-5.765493,223.62,GATA3-AS1,GATA3 antisense RNA 1
1365,3.96E-67,3.23E-69,0.532,-17.58471,-9.354584,779.96,CLDN3,claudin 3
3219,6.95E-67,5.70E-69,0.322,17.55245,5.646337,379.42,HOXB9,homeobox B9
2041,7.73E-67,6.37E-69,0.327,-17.5461,-5.742371,284.27,EPHA1,EPH receptor A1
10410,9.35E-67,7.75E-69,0.284,-17.53494,-4.979635,391.78,IFITM3,interferon induced transmembrane protein 3
102800317,1.31E-66,1.10E-68,0.168,17.51524,2.939671,1328.71,TPTEP2-CSNK1E,TPTEP2-CSNK1E readthrough
2902,1.66E-66,1.39E-68,0.295,-17.50172,-5.155202,480.79,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
3487,2.55E-66,2.16E-68,0.248,-17.47673,-4.336341,272.33,IGFBP4,insulin like growth factor binding protein 4
389906,3.39E-66,2.88E-68,0.177,-17.46015,-3.089329,658.69,LOC389906,zinc finger protein 839 pseudogene
51174,1.56E-65,1.33E-67,0.178,-17.37256,-3.097854,679.66,TUBD1,tubulin delta 1
22873,1.72E-65,1.48E-67,0.43,17.36667,7.4645,582.29,DZIP1,DAZ interacting zinc finger protein 1
6594,1.83E-65,1.58E-67,0.271,17.36266,4.711385,461.54,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
201895,3.85E-65,3.35E-67,0.18,-17.31947,-3.122567,951.31,SMIM14,small integral membrane protein 14
9636,3.91E-65,3.42E-67,0.343,-17.3183,-5.932096,454.93,ISG15,ISG15 ubiquitin like modifier
322,4.67E-65,4.11E-67,0.388,17.30773,6.715036,442.32,APBB1,amyloid beta precursor protein binding family B member 1
93349,5.83E-65,5.16E-67,0.34,-17.29462,-5.888024,214.33,SP140L,SP140 nuclear body protein like
26050,8.09E-65,7.21E-67,0.325,17.27538,5.623132,411.56,SLITRK5,SLIT and NTRK like family member 5
285489,1.15E-64,1.03E-66,0.244,-17.25452,-4.212153,555.87,DOK7,docking protein 7
5327,1.25E-64,1.13E-66,0.334,17.24958,5.767837,345.33,PLAT,"plasminogen activator, tissue type"
10513,2.02E-64,1.83E-66,0.207,-17.22145,-3.562816,3077.96,APPBP2,amyloid beta precursor protein binding protein 2
285598,2.13E-64,1.94E-66,0.214,17.2181,3.683947,431.63,ARL10,ADP ribosylation factor like GTPase 10
4292,2.25E-64,2.06E-66,0.318,-17.21473,-5.47989,205.87,MLH1,mutL homolog 1
3321,3.73E-64,3.44E-66,0.141,-17.18498,-2.429716,2495.8,IGSF3,immunoglobulin superfamily member 3
51195,4.58E-64,4.24E-66,0.217,-17.17283,-3.727474,383.68,RAPGEFL1,Rap guanine nucleotide exchange factor like 1
6672,8.05E-64,7.50E-66,0.459,-17.13974,-7.870635,334.47,SP100,SP100 nuclear antigen
79716,1.31E-63,1.23E-65,0.237,-17.111,-4.052289,299.75,NPEPL1,aminopeptidase like 1
119,1.83E-63,1.72E-65,0.356,17.09127,6.078403,366.67,ADD2,adducin 2
9289,3.74E-63,3.54E-65,0.321,-17.04921,-5.477835,221.71,ADGRG1,adhesion G protein-coupled receptor G1
55766,4.58E-63,4.37E-65,0.249,-17.03699,-4.241858,664.5,H2AJ,H2A.J histone
51473,1.06E-62,1.01E-64,0.266,-16.98781,-4.525213,259.11,DCDC2,doublecortin domain containing 2
83481,1.28E-62,1.23E-64,0.201,-16.97624,-3.415921,5699.24,EPPK1,epiplakin 1
140893,1.40E-62,1.35E-64,0.302,-16.9708,-5.12038,337.35,RBBP8NL,RBBP8 N-terminal like
84795,3.53E-62,3.43E-64,0.242,-16.91599,-4.090689,247.97,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2
55806,5.64E-62,5.52E-64,0.276,-16.88797,-4.663915,271.1,HR,HR lysine demethylase and nuclear receptor corepressor
7477,5.75E-62,5.65E-64,0.237,-16.88652,-4.000335,279.79,WNT7B,Wnt family member 7B
100289580,8.33E-62,8.23E-64,0.213,-16.86436,-3.588301,575.59,LOC100289580,uncharacterized LOC100289580
101927793,1.81E-61,1.79E-63,0.327,-16.81821,-5.502077,273.73,LOC101927793,uncharacterized LOC101927793
79875,1.88E-61,1.87E-63,0.237,-16.81568,-3.985858,748.53,THSD4,thrombospondin type 1 domain containing 4
5455,2.46E-61,2.47E-63,0.282,16.79923,4.741782,336.54,POU3F3,POU class 3 homeobox 3
5524,4.00E-61,4.03E-63,0.137,-16.7702,-2.296622,5616.45,PTPA,protein phosphatase 2 phosphatase activator
2013,4.32E-61,4.38E-63,0.211,-16.7653,-3.529801,3459.25,EMP2,epithelial membrane protein 2
3930,1.15E-60,1.17E-62,0.202,16.70686,3.381255,816.44,LBR,lamin B receptor
25800,2.89E-60,2.96E-62,0.164,-16.65142,-2.731173,2902.04,SLC39A6,solute carrier family 39 member 6
6781,4.35E-60,4.48E-62,0.262,-16.62651,-4.35527,329.05,STC1,stanniocalcin 1
54910,5.03E-60,5.20E-62,0.144,-16.61754,-2.395277,1673.99,SEMA4C,semaphorin 4C
5522,6.24E-60,6.48E-62,0.198,-16.60432,-3.280862,347.78,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma
84000,6.67E-60,6.96E-62,0.314,-16.60005,-5.218018,212.75,TMPRSS13,transmembrane serine protease 13
123099,1.70E-59,1.79E-61,0.263,-16.5434,-4.348796,332.89,DEGS2,"delta 4-desaturase, sphingolipid 2"
8353,2.59E-59,2.73E-61,0.167,-16.51778,-2.763831,3636.07,H3C6,H3 clustered histone 6
7091,2.73E-59,2.89E-61,0.209,16.5144,3.448517,680.11,TLE4,"TLE family member 4, transcriptional corepressor"
112268266,2.94E-59,3.13E-61,0.338,-16.5096,-5.574146,201.85,LOC112268266,
629,4.03E-59,4.32E-61,0.244,-16.49018,-4.021794,399.77,CFB,complement factor B
2537,4.83E-59,5.20E-61,0.355,-16.47897,-5.850359,3530.91,IFI6,interferon alpha inducible protein 6
253039,4.88E-59,5.28E-61,0.347,-16.47803,-5.71321,209.03,CUTALP,"cutA divalent cation tolerance like, pseudogene"
2273,1.29E-58,1.40E-60,0.302,16.41896,4.962898,547.18,FHL1,four and a half LIM domains 1
1454,2.59E-58,2.83E-60,0.178,16.37621,2.922129,1294.33,CSNK1E,casein kinase 1 epsilon
5457,2.68E-58,2.93E-60,0.427,16.37398,6.998526,417.6,POU4F1,POU class 4 homeobox 1
55686,2.90E-58,3.20E-60,0.182,-16.36873,-2.985535,824.64,MREG,melanoregulin
10809,8.02E-58,8.88E-60,0.221,-16.30648,-3.607095,1397.34,STARD10,StAR related lipid transfer domain containing 10
347733,2.46E-57,2.73E-59,0.282,16.23773,4.581445,331.57,TUBB2B,tubulin beta 2B class IIb
10052,2.57E-57,2.87E-59,0.425,16.23457,6.899596,449.2,GJC1,gap junction protein gamma 1
9066,5.95E-57,6.67E-59,0.194,-16.18282,-3.145399,516.84,SYT7,synaptotagmin 7
146439,1.02E-56,1.15E-58,0.222,-16.14929,-3.578358,276.33,BICDL2,BICD family like cargo adaptor 2
7114,6.78E-56,7.67E-58,0.222,-16.0317,-3.555637,434.17,TMSB4X,thymosin beta 4 X-linked
83715,6.95E-56,7.90E-58,0.28,-16.02992,-4.493719,349.52,ESPN,espin
23157,7.26E-56,8.29E-58,0.372,16.0269,5.966484,319.03,SEPTIN6,septin 6
81607,7.96E-56,9.13E-58,0.298,-16.02092,-4.773316,187.92,NECTIN4,nectin cell adhesion molecule 4
51015,1.03E-55,1.19E-57,0.179,-16.0044,-2.858672,535.36,ISOC1,isochorismatase domain containing 1
79703,1.60E-55,1.85E-57,0.189,-15.97685,-3.01406,801.22,C11orf80,chromosome 11 open reading frame 80
57642,2.50E-55,2.90E-57,0.295,-15.94881,-4.706681,250.81,COL20A1,collagen type XX alpha 1 chain
5563,2.62E-55,3.06E-57,0.367,15.94559,5.847206,364.16,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2
388407,7.56E-55,8.87E-57,0.328,-15.87894,-5.211714,592.68,LINC02875,long intergenic non-protein coding RNA 2875
863,9.61E-55,1.13E-56,0.346,-15.86365,-5.491799,548.43,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3
27134,1.04E-54,1.22E-56,0.2,-15.85867,-3.169012,516.38,TJP3,tight junction protein 3
22941,1.12E-54,1.33E-56,0.219,-15.85342,-3.477262,413.82,SHANK2,SH3 and multiple ankyrin repeat domains 2
84629,1.34E-54,1.60E-56,0.15,-15.84172,-2.375014,2013.78,TNRC18,trinucleotide repeat containing 18
6692,1.61E-54,1.93E-56,0.468,-15.83009,-7.407757,326.32,SPINT1,"serine peptidase inhibitor, Kunitz type 1"
2810,2.09E-54,2.52E-56,0.292,-15.81332,-4.616672,247.23,SFN,stratifin
153572,4.05E-54,4.90E-56,0.458,-15.77138,-7.219961,231.05,IRX2,iroquois homeobox 2
83987,5.42E-54,6.58E-56,0.256,15.75272,4.030902,341.05,CCDC8,coiled-coil domain containing 8
8365,7.00E-54,8.53E-56,0.19,-15.73626,-2.983254,15502.62,H4C8,H4 clustered histone 8
10472,7.09E-54,8.68E-56,0.437,15.7352,6.879102,386.12,ZBTB18,zinc finger and BTB domain containing 18
54681,7.45E-54,9.15E-56,0.318,-15.73183,-4.998336,213.74,P4HTM,"prolyl 4-hydroxylase, transmembrane"
389792,1.03E-53,1.27E-55,0.282,-15.71112,-4.433701,1650.36,IER5L,immediate early response 5 like
1282,1.04E-53,1.29E-55,0.336,15.71024,5.282467,265.85,COL4A1,collagen type IV alpha 1 chain
1397,1.31E-53,1.63E-55,0.267,-15.69535,-4.186698,726.26,CRIP2,cysteine rich protein 2
4010,1.35E-53,1.69E-55,0.169,-15.69299,-2.649756,589.08,LMX1B,LIM homeobox transcription factor 1 beta
2619,1.65E-53,2.07E-55,0.296,15.68003,4.64176,460.65,GAS1,growth arrest specific 1
284454,2.30E-53,2.89E-55,0.253,-15.65884,-3.958864,823.74,MIR23AHG,miR-23a/27a/24-2 cluster host gene
