GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
6999,2.74E-11,3.46E-14,0.7089,-7.579877,-5.3734882,160.4,TDO2,"tryptophan 2,3-dioxygenase"
4973,3.07E-11,4.02E-14,0.4151,-7.560203,-3.1379805,492.99,OLR1,oxidized low density lipoprotein receptor 1
131578,4.34E-11,5.91E-14,0.7321,-7.510139,-5.4985052,3774.62,LRRC15,leucine rich repeat containing 15
50615,9.42E-11,1.33E-13,0.5524,-7.403465,-4.0899906,256.65,IL21R,interleukin 21 receptor
131177,1.01E-10,1.50E-13,0.5641,7.386723,4.1666588,109.19,FAM3D,FAM3 metabolism regulating signaling molecule D
1813,1.01E-10,1.52E-13,0.4303,7.385578,3.1781288,69.4,DRD2,dopamine receptor D2
79953,1.08E-10,1.67E-13,0.6043,-7.3727,-4.4549769,183.31,SYNDIG1,synapse differentiation inducing 1
353345,1.41E-10,2.27E-13,0.3083,-7.332127,-2.2602615,125.2,GPR141,G protein-coupled receptor 141
3773,1.84E-10,3.04E-13,0.6876,7.292793,5.0144413,185.5,KCNJ16,potassium inwardly rectifying channel subfamily J member 16
7306,1.87E-10,3.18E-13,0.9467,-7.286634,-6.8981319,116.21,TYRP1,tyrosinase related protein 1
101101775,2.19E-10,3.82E-13,0.2283,7.261809,1.6579255,66.34,TMEM220-AS1,TMEM220 antisense RNA 1
285016,4.76E-10,8.56E-13,0.5705,7.151956,4.0798836,72.21,ALKAL2,ALK and LTK ligand 2
148741,6.13E-10,1.13E-12,0.2949,7.113574,2.0979677,325.76,ANKRD35,ankyrin repeat domain 35
941,6.51E-10,1.23E-12,0.4458,-7.101692,-3.165717,61.64,CD80,CD80 molecule
92737,7.47E-10,1.45E-12,0.4661,7.079088,3.2994365,45.11,DNER,delta/notch like EGF repeat containing
5010,9.02E-10,1.84E-12,0.38,7.046084,2.677829,1226.6,CLDN11,claudin 11
57447,9.02E-10,1.81E-12,0.367,7.048228,2.5866054,6321.99,NDRG2,NDRG family member 2
105372228,9.51E-10,2.03E-12,0.6055,-7.032311,-4.2583151,28.74,LOC105372228,uncharacterized LOC105372228
399668,9.51E-10,2.01E-12,0.4016,7.033979,2.8246882,407.04,SMIM10L2A,small integral membrane protein 10 like 2A
2047,1.07E-09,2.33E-12,0.317,7.01319,2.2233722,278.07,EPHB1,EPH receptor B1
1472,1.13E-09,2.53E-12,0.793,-7.001376,-5.5520074,47.23,CST4,cystatin S
105377108,1.18E-09,2.70E-12,0.5797,6.992729,4.0540294,22.86,FAM3D-AS1,FAM3D antisense RNA 1
58503,1.45E-09,3.38E-12,0.7944,6.961148,5.5298722,170.28,OPRPN,opiorphin prepropeptide
2209,1.47E-09,3.49E-12,0.3797,-6.956563,-2.641091,352.59,FCGR1A,Fc gamma receptor Ia
25802,1.81E-09,4.39E-12,0.2953,6.923927,2.0443702,2817.79,LMOD1,leiomodin 1
1233,1.92E-09,4.76E-12,0.5312,-6.912558,-3.6719877,193.52,CCR4,C-C motif chemokine receptor 4
5348,1.99E-09,5.03E-12,0.4501,6.904709,3.1075519,637.36,FXYD1,FXYD domain containing ion transport regulator 1
114787,2.13E-09,5.49E-12,0.3962,-6.892209,-2.7305434,199.05,GPRIN1,G protein regulated inducer of neurite outgrowth 1
56131,2.88E-09,7.54E-12,0.2266,6.847005,1.5512806,323.93,PCDHB4,protocadherin beta 4
9123,2.91E-09,7.77E-12,0.369,-6.842718,-2.524936,1408.61,SLC16A3,solute carrier family 16 member 3
107984104,3.30E-09,8.96E-12,0.472,6.822236,3.2198911,33.87,LOC107984104,
55349,3.75E-09,1.04E-11,0.2524,6.801149,1.7164418,1267.88,CHDH,choline dehydrogenase
1465,4.24E-09,1.19E-11,0.213,6.780887,1.4443142,15330.03,CSRP1,cysteine and glycine rich protein 1
6790,4.42E-09,1.27E-11,0.3826,-6.77246,-2.5911411,429.51,AURKA,aurora kinase A
1470,4.47E-09,1.30E-11,0.9012,-6.768471,-6.0999733,176.71,CST2,cystatin SA
83540,4.99E-09,1.48E-11,0.4142,-6.750163,-2.7957405,239.82,NUF2,NUF2 component of NDC80 kinetochore complex
3606,5.11E-09,1.54E-11,0.3003,-6.744311,-2.0255418,359.35,IL18,interleukin 18
125050,5.43E-09,1.66E-11,0.8127,6.733099,5.4721854,1180.29,RN7SK,RNA component of 7SK nuclear ribonucleoprotein
100506492,6.44E-09,2.00E-11,1.0785,-6.705896,-7.2325665,35.02,DSCAM-AS1,DSCAM antisense RNA 1
22808,6.83E-09,2.16E-11,0.1688,6.695098,1.129968,1801.56,MRAS,muscle RAS oncogene homolog
113115,7.66E-09,2.46E-11,0.3547,-6.675515,-2.368026,64.91,MTFR2,mitochondrial fission regulator 2
81552,7.66E-09,2.49E-11,0.2199,-6.673802,-1.4677901,3191.49,VOPP1,VOPP1 WW domain binding protein
1237,8.15E-09,2.69E-11,0.7528,-6.662481,-5.0156698,34.16,CCR8,C-C motif chemokine receptor 8
11170,8.95E-09,3.00E-11,0.4456,6.64666,2.9617859,735.58,FAM107A,family with sequence similarity 107 member A
102723475,9.57E-09,3.25E-11,0.4179,6.634676,2.7724994,67.11,LOC102723475,potassium voltage-gated channel subfamily E regulatory subunit 1B
1066,1.08E-08,3.72E-11,0.3475,6.614659,2.2988278,667.34,CES1,carboxylesterase 1
255631,1.14E-08,3.97E-11,0.3305,-6.605244,-2.1827429,122.65,COL24A1,collagen type XXIV alpha 1 chain
610,1.15E-08,4.07E-11,0.3764,-6.601521,-2.4849777,31.96,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
477,1.15E-08,4.14E-11,0.6468,6.5991,4.2684788,933.28,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
5154,1.25E-08,4.57E-11,0.2807,6.584366,1.8481458,1305.24,PDGFA,platelet derived growth factor subunit A
29760,1.29E-08,4.77E-11,0.1784,-6.577966,-1.173303,509.3,BLNK,B cell linker
114818,1.30E-08,4.86E-11,0.2874,6.575296,1.8897089,500.99,KLHL29,kelch like family member 29
5152,1.43E-08,5.43E-11,0.2548,6.558697,1.6709034,373.93,PDE9A,phosphodiesterase 9A
10004,1.52E-08,5.83E-11,0.1603,6.548008,1.0496839,214.56,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1
114915,1.82E-08,7.08E-11,0.283,6.518895,1.8449708,719.43,EPB41L4A-AS1,EPB41L4A antisense RNA 1
65982,1.98E-08,7.80E-11,0.1807,6.504392,1.1750199,1675.33,ZSCAN18,zinc finger and SCAN domain containing 18
30812,2.02E-08,8.03E-11,0.4376,6.500026,2.8443378,165.73,SOX8,SRY-box transcription factor 8
8910,2.22E-08,8.93E-11,0.2536,6.484047,1.6446217,2052.07,SGCE,sarcoglycan epsilon
146894,2.22E-08,9.05E-11,0.5309,6.481946,3.4411617,734.79,CD300LG,CD300 molecule like family member g
4128,2.52E-08,1.04E-10,0.3379,6.460825,2.1833174,1326.55,MAOA,monoamine oxidase A
81788,2.54E-08,1.06E-10,0.3383,-6.457941,-2.1846212,205.55,NUAK2,NUAK family kinase 2
54886,2.55E-08,1.10E-10,0.4972,6.452029,3.2078493,57.99,PLPPR1,phospholipid phosphatase related 1
2835,2.55E-08,1.10E-10,0.6852,6.452886,4.4214595,27.69,GPR12,G protein-coupled receptor 12
3505,2.55E-08,1.09E-10,1.1095,-6.453608,-7.1599626,9013.48,IGHGP,immunoglobulin heavy constant gamma P (non-functional)
79677,3.15E-08,1.38E-10,0.1253,-6.41855,-0.804239,1289.59,SMC6,structural maintenance of chromosomes 6
6373,3.73E-08,1.65E-10,0.7522,-6.390888,-4.8073432,671.36,CXCL11,C-X-C motif chemokine ligand 11
11223,3.76E-08,1.70E-10,0.298,6.386545,1.9031658,138.99,MST1L,macrophage stimulating 1 like (pseudogene)
1956,3.76E-08,1.68E-10,0.2887,6.387691,1.8440088,3209.47,EGFR,epidermal growth factor receptor
85480,3.79E-08,1.73E-10,0.419,6.383588,2.674891,66.35,TSLP,thymic stromal lymphopoietin
23213,3.81E-08,1.76E-10,0.4284,-6.381152,-2.7339963,11450.2,SULF1,sulfatase 1
3503,3.94E-08,1.84E-10,0.9007,-6.374229,-5.7409524,20850.58,IGHG4,immunoglobulin heavy constant gamma 4 (G4m marker)
100499467,4.00E-08,1.88E-10,0.5506,-6.370495,-3.5074729,82.43,LINC00673,long intergenic non-protein coding RNA 673
90293,4.10E-08,1.95E-10,0.5292,6.365035,3.3685184,1664.74,KLHL13,kelch like family member 13
4638,4.16E-08,2.03E-10,0.2631,6.359109,1.6729378,9409.21,MYLK,myosin light chain kinase
55656,4.16E-08,2.03E-10,0.1459,-6.358777,-0.927722,1690.03,INTS8,integrator complex subunit 8
85458,4.16E-08,2.04E-10,0.2105,6.358279,1.3386143,1595.14,DIXDC1,DIX domain containing 1
4311,4.29E-08,2.12E-10,0.3357,6.352033,2.1326085,3637.95,MME,membrane metalloendopeptidase
56833,4.32E-08,2.16E-10,0.3817,-6.349585,-2.4236226,697.58,SLAMF8,SLAM family member 8
27299,4.35E-08,2.19E-10,0.7039,-6.34709,-4.4674509,416.92,ADAMDEC1,ADAM like decysin 1
6285,4.88E-08,2.49E-10,0.4782,6.327602,3.0255558,663.99,S100B,S100 calcium binding protein B
25928,5.03E-08,2.59E-10,0.575,6.321486,3.6346385,405.39,SOSTDC1,sclerostin domain containing 1
4147,5.40E-08,2.80E-10,0.406,6.309248,2.5617553,4262.63,MATN2,matrilin 2
338872,5.46E-08,2.86E-10,0.5179,6.306045,3.2661788,49.68,C1QTNF9,C1q and TNF related 9
90853,5.54E-08,2.94E-10,0.6161,-6.301658,-3.8826745,200.87,SPOCD1,SPOC domain containing 1
7704,5.54E-08,2.96E-10,0.4853,6.300814,3.057702,1479.59,ZBTB16,zinc finger and BTB domain containing 16
3779,5.71E-08,3.08E-10,0.3788,6.294943,2.3843767,847.2,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1
9134,7.53E-08,4.13E-10,0.266,-6.249118,-1.6624175,220.61,CCNE2,cyclin E2
11031,7.53E-08,4.13E-10,0.3254,-6.249076,-2.0336722,4140.53,RAB31,"RAB31, member RAS oncogene family"
105369325,7.69E-08,4.25E-10,0.4105,-6.244408,-2.5631215,55.55,LOC105369325,uncharacterized LOC105369325
57158,7.99E-08,4.46E-10,0.2962,6.236873,1.8476133,301.72,JPH2,junctophilin 2
6343,8.03E-08,4.52E-10,0.515,-6.234815,-3.2108678,26.04,SCT,secretin
203054,8.53E-08,4.85E-10,0.1428,-6.224023,-0.8889918,498.32,ADCK5,aarF domain containing kinase 5
9073,8.80E-08,5.04E-10,0.5328,6.217715,3.3125746,1111.15,CLDN8,claudin 8
3627,8.88E-08,5.13E-10,0.6657,-6.215101,-4.137288,1779.28,CXCL10,C-X-C motif chemokine ligand 10
100505774,8.93E-08,5.24E-10,0.5401,6.21163,3.3548746,19.38,LOC100505774,uncharacterized LOC100505774
84502,8.93E-08,5.25E-10,0.4272,6.211459,2.653315,146.44,JPH4,junctophilin 4
387590,9.13E-08,5.41E-10,0.3628,6.206813,2.2521075,310.99,TPTEP1,TPTE pseudogene 1
3952,9.40E-08,5.68E-10,0.6169,6.199135,3.8242693,487.98,LEP,leptin
25891,9.40E-08,5.67E-10,0.4381,6.199211,2.7161317,875.8,PAMR1,peptidase domain containing associated with muscle regeneration 1
57144,9.40E-08,5.71E-10,0.4918,6.198327,3.048345,66.93,PAK5,p21 (RAC1) activated kinase 5
4283,1.01E-07,6.19E-10,0.8475,-6.185566,-5.2420049,8030.57,CXCL9,C-X-C motif chemokine ligand 9
101928173,1.08E-07,6.64E-10,0.5894,-6.17454,-3.6391543,35.68,LINC01943,long intergenic non-protein coding RNA 1943
9223,1.08E-07,6.75E-10,0.2419,6.171938,1.4929079,1787.65,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
168002,1.08E-07,6.70E-10,0.6155,6.173007,3.7994868,72.74,DACT2,dishevelled binding antagonist of beta catenin 2
116362,1.16E-07,7.31E-10,0.3722,6.159122,2.2924262,449.57,RBP7,retinol binding protein 7
22797,1.18E-07,7.51E-10,0.3765,-6.154926,-2.3171207,505.08,TFEC,transcription factor EC
7292,1.21E-07,7.74E-10,0.3575,-6.150232,-2.1988121,289.82,TNFSF4,TNF superfamily member 4
55107,1.24E-07,8.04E-10,0.2168,6.144114,1.3318827,6902.14,ANO1,anoctamin 1
729359,1.24E-07,8.05E-10,0.5125,6.144007,3.1486998,6104.15,PLIN4,perilipin 4
63934,1.27E-07,8.34E-10,0.2729,6.138293,1.6751508,274.39,ZNF667,zinc finger protein 667
100132074,1.30E-07,8.64E-10,0.2767,-6.132675,-1.6967175,330.99,FOXO6,forkhead box O6
64102,1.30E-07,8.62E-10,0.5732,6.133151,3.5155054,57.45,TNMD,tenomodulin
10319,1.34E-07,9.01E-10,0.4187,6.126001,2.5650591,638.07,LAMC3,laminin subunit gamma 3
28999,1.48E-07,1.02E-09,0.4352,6.106934,2.6577908,277.75,KLF15,KLF transcription factor 15
8840,1.48E-07,1.03E-09,0.5034,-6.104788,-3.0728542,888.58,CCN4,cellular communication network factor 4
8111,1.48E-07,1.02E-09,0.2969,-6.105764,-1.8126938,400.23,GPR68,G protein-coupled receptor 68
1949,1.48E-07,1.01E-09,0.316,6.107905,1.9299659,458.35,EFNB3,ephrin B3
114904,1.48E-07,1.03E-09,0.3561,-6.104861,-2.1738279,1657.69,C1QTNF6,C1q and TNF related 6
1469,1.50E-07,1.05E-09,1.5808,-6.102257,-9.6464824,1684.1,CST1,cystatin SN
10742,1.50E-07,1.06E-09,0.2358,6.100857,1.4383629,837.24,RAI2,retinoic acid induced 2
283888,1.54E-07,1.09E-09,0.6555,-6.095582,-3.9959441,68.51,IL21R-AS1,IL21R antisense RNA 1
51090,1.60E-07,1.14E-09,0.2812,6.087832,1.7121202,224.56,PLLP,plasmolipin
101928580,1.66E-07,1.19E-09,0.5498,-6.081265,-3.3434479,32.31,P4HA3-AS1,P4HA3 antisense RNA 1
7170,1.72E-07,1.25E-09,0.2121,-6.07406,-1.2881784,13390.13,TPM3,tropomyosin 3
1396,1.74E-07,1.27E-09,0.4507,-6.071164,-2.7360593,5698.38,CRIP1,cysteine rich protein 1
990,1.78E-07,1.31E-09,0.569,-6.066425,-3.4520625,1043.36,CDC6,cell division cycle 6
135138,1.87E-07,1.38E-09,0.3509,6.057735,2.1258858,58.34,PACRG,parkin coregulated
3497,1.88E-07,1.40E-09,0.9112,-6.055822,-5.5180417,157.01,IGHE,immunoglobulin heavy constant epsilon
9413,1.97E-07,1.47E-09,0.3959,6.047217,2.3940284,971.58,ENTREP1,endosomal transmembrane epsin interactor 1
3489,1.99E-07,1.50E-09,0.4599,6.044217,2.7799465,2898.85,IGFBP6,insulin like growth factor binding protein 6
9796,2.00E-07,1.51E-09,0.3727,6.042782,2.2520534,160.02,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein
91010,2.07E-07,1.58E-09,0.1508,-6.036108,-0.9099677,2223.54,FMNL3,formin like 3
4212,2.50E-07,1.92E-09,0.2531,6.004615,1.5199644,643.12,MEIS2,Meis homeobox 2
222166,2.61E-07,2.02E-09,0.2367,5.996414,1.4193476,2225.61,MTURN,"maturin, neural progenitor differentiation regulator homolog"
8973,2.65E-07,2.07E-09,0.7249,-5.992493,-4.3439105,19.41,CHRNA6,cholinergic receptor nicotinic alpha 6 subunit
100506834,2.65E-07,2.07E-09,0.314,5.991868,1.8812446,122.65,GAS1RR,GAS1 adjacent regulatory RNA
152015,2.80E-07,2.20E-09,0.5067,5.982047,3.0311946,156.04,ROPN1B,rhophilin associated tail protein 1B
6422,2.88E-07,2.28E-09,0.6251,5.976566,3.7360251,21628.89,SFRP1,secreted frizzled related protein 1
8832,2.95E-07,2.35E-09,0.3529,-5.971576,-2.1072025,1223.11,CD84,CD84 molecule
176,3.20E-07,2.56E-09,0.4557,-5.957288,-2.7145824,74.89,ACAN,aggrecan
836,3.28E-07,2.65E-09,0.1568,-5.952206,-0.9333726,1386.6,CASP3,caspase 3
100131897,3.43E-07,2.78E-09,0.5706,5.944236,3.3919046,376.67,INSYN2B,inhibitory synaptic factor family member 2B
347902,3.57E-07,2.92E-09,0.3098,5.936249,1.8390529,2113.7,AMIGO2,adhesion molecule with Ig like domain 2
55771,3.79E-07,3.11E-09,0.3352,-5.925794,-1.986307,397.26,PRR11,proline rich 11
3500,4.00E-07,3.30E-09,0.8409,-5.915754,-4.9746802,206544.11,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker)
56920,4.08E-07,3.38E-09,0.3582,5.911807,2.1177778,2531.49,SEMA3G,semaphorin 3G
59271,4.24E-07,3.54E-09,0.2229,5.904286,1.3161687,587.2,EVA1C,eva-1 homolog C
283208,4.25E-07,3.57E-09,0.5218,-5.903072,-3.0803315,300.82,P4HA3,prolyl 4-hydroxylase subunit alpha 3
1828,4.41E-07,3.73E-09,0.8252,5.895944,4.8650646,406.21,DSG1,desmoglein 1
55214,4.58E-07,3.89E-09,0.3091,5.888794,1.8204964,515.5,P3H2,prolyl 3-hydroxylase 2
4751,4.63E-07,3.96E-09,0.5908,-5.885969,-3.4776183,399.38,NEK2,NIMA related kinase 2
389432,4.71E-07,4.05E-09,0.5354,5.882243,3.1496344,855.58,SAMD5,sterile alpha motif domain containing 5
170692,4.74E-07,4.10E-09,0.3955,5.880149,2.3258604,203.03,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18
56129,4.91E-07,4.27E-09,0.2496,5.873493,1.4661737,165.88,PCDHB7,protocadherin beta 7
4880,4.92E-07,4.30E-09,0.3907,5.872093,2.2942327,45.59,NPPC,natriuretic peptide C
32,5.04E-07,4.43E-09,0.3631,5.867166,2.130354,2412.99,ACACB,acetyl-CoA carboxylase beta
8835,5.09E-07,4.50E-09,0.3505,5.864676,2.055764,1094.62,SOCS2,suppressor of cytokine signaling 2
101928477,5.13E-07,4.60E-09,0.5727,5.861133,3.356499,97.46,MMP20-AS1,MMP20 antisense RNA 1
79801,5.13E-07,4.60E-09,0.4151,-5.860899,-2.4328808,233.58,SHCBP1,SHC binding and spindle associated 1
29997,5.13E-07,4.59E-09,0.1894,5.861242,1.1100667,19387.73,NOP53,NOP53 ribosome biogenesis factor
102465428,5.37E-07,4.85E-09,0.3905,5.852242,2.2852264,540.06,MIR6717,microRNA 6717
55083,5.59E-07,5.07E-09,0.5543,-5.844734,-3.239938,951.76,KIF26B,kinesin family member 26B
9214,5.65E-07,5.16E-09,0.3978,-5.842031,-2.3241635,649.22,FCMR,Fc mu receptor
29851,5.84E-07,5.40E-09,0.6297,-5.834504,-3.6742581,167.3,ICOS,inducible T cell costimulator
51571,5.84E-07,5.38E-09,0.2369,-5.835104,-1.3823372,2476.47,CYRIB,CYFIP related Rac1 interactor B
148170,5.84E-07,5.41E-09,0.2286,5.833974,1.3336216,551.25,CDC42EP5,CDC42 effector protein 5
57471,6.11E-07,5.72E-09,0.5777,-5.824635,-3.3651814,65.45,ERMN,ermin
3316,6.11E-07,5.72E-09,0.3399,5.824857,1.9798248,266.62,HSPB2,heat shock protein family B (small) member 2
100996301,6.17E-07,5.86E-09,0.6673,-5.820671,-3.8840541,45.09,FOXD3-AS1,FOXD3 antisense RNA 1
8644,6.17E-07,5.85E-09,0.2958,5.820874,1.7218965,973.65,AKR1C3,aldo-keto reductase family 1 member C3
3502,6.17E-07,5.88E-09,0.8021,-5.820263,-4.6681435,38738.86,IGHG3,immunoglobulin heavy constant gamma 3 (G3m marker)
105372798,6.84E-07,6.54E-09,0.2908,-5.802326,-1.6876034,46.97,LOC105372798,uncharacterized LOC105372798
9378,7.11E-07,6.84E-09,0.5694,5.794881,3.2997654,126.13,NRXN1,neurexin 1
79632,7.39E-07,7.21E-09,0.2301,5.785864,1.3312424,205.96,FAM184A,family with sequence similarity 184 member A
1028,7.39E-07,7.19E-09,0.3499,5.786523,2.0246361,1428.7,CDKN1C,cyclin dependent kinase inhibitor 1C
3861,7.39E-07,7.19E-09,0.56,5.786363,3.2402352,10605.33,KRT14,keratin 14
126393,7.43E-07,7.28E-09,0.5412,5.78422,3.1306668,2309.08,HSPB6,heat shock protein family B (small) member 6
7138,7.53E-07,7.42E-09,0.5323,-5.781186,-3.077483,552.99,TNNT1,"troponin T1, slow skeletal type"
286827,7.66E-07,7.59E-09,0.3292,-5.777394,-1.9016616,287,TRIM59,tripartite motif containing 59
80332,7.76E-07,7.73E-09,0.4779,5.774316,2.7593604,1881.9,ADAM33,ADAM metallopeptidase domain 33
57685,8.05E-07,8.12E-09,0.2966,5.765907,1.7098914,1147.6,CACHD1,cache domain containing 1
1113,8.05E-07,8.07E-09,0.526,5.766952,3.0336521,24.44,CHGA,chromogranin A
57664,8.05E-07,8.13E-09,0.2646,5.76569,1.52535,2151.61,PLEKHA4,pleckstrin homology domain containing A4
6663,8.18E-07,8.30E-09,0.699,5.762259,4.0279863,2595.66,SOX10,SRY-box transcription factor 10
259266,8.25E-07,8.45E-09,0.4956,-5.75924,-2.8541159,467.32,ASPM,assembly factor for spindle microtubules
79817,8.25E-07,8.46E-09,0.2378,5.7591,1.3695735,707.12,MOB3B,MOB kinase activator 3B
100128252,8.54E-07,8.79E-09,0.2372,5.752532,1.3644441,548.05,ZNF667-AS1,ZNF667 antisense RNA 1 (head to head)
57030,8.70E-07,9.00E-09,0.5462,5.748522,3.1399699,193.7,SLC17A7,solute carrier family 17 member 7
10144,8.72E-07,9.11E-09,0.2357,5.746576,1.3547189,1415.1,FAM13A,family with sequence similarity 13 member A
3149,8.72E-07,9.10E-09,0.482,-5.746701,-2.7697576,2099.77,HMGB3,high mobility group box 3
9261,9.15E-07,9.62E-09,0.2504,-5.737352,-1.4365275,6247.45,MAPKAPK2,MAPK activated protein kinase 2
56849,9.15E-07,9.64E-09,0.2984,5.736904,1.7119146,235.06,TCEAL7,transcription elongation factor A like 7
629,9.26E-07,9.81E-09,0.4633,-5.734032,-2.6563083,9780.04,CFB,complement factor B
84417,9.49E-07,1.01E-08,0.6356,5.72868,3.6409994,888.82,ECRG4,ECRG4 augurin precursor
100188947,9.49E-07,1.01E-08,0.5002,5.728471,2.8654484,38.02,HECTD2-AS1,HECTD2 antisense RNA 1
4133,9.73E-07,1.04E-08,0.2664,5.723369,1.5247823,408.78,MAP2,microtubule associated protein 2
10481,9.82E-07,1.06E-08,1.0803,-5.721123,-6.1805604,122.9,HOXB13,homeobox B13
158866,1.01E-06,1.09E-08,0.2443,5.715794,1.3962428,165.34,ZDHHC15,zinc finger DHHC-type palmitoyltransferase 15
9951,1.04E-06,1.14E-08,0.7644,5.708597,4.3636504,100.02,HS3ST4,heparan sulfate-glucosamine 3-sulfotransferase 4
57655,1.04E-06,1.14E-08,0.1257,-5.70905,-0.7176267,2861.21,GRAMD1A,GRAM domain containing 1A
84973,1.07E-06,1.17E-08,0.1942,5.70345,1.1075154,1445.25,SNHG7,small nucleolar RNA host gene 7
389337,1.08E-06,1.19E-08,0.3794,5.701817,2.1630369,1641.21,ARHGEF37,Rho guanine nucleotide exchange factor 37
9478,1.09E-06,1.21E-08,0.3212,5.698157,1.8302968,76.72,CABP1,calcium binding protein 1
2214,1.16E-06,1.29E-08,0.3582,-5.687064,-2.0371729,3103.68,FCGR3A,Fc gamma receptor IIIa
51804,1.18E-06,1.31E-08,0.2486,-5.684439,-1.4134011,491.15,SIX4,SIX homeobox 4
580,1.22E-06,1.38E-08,0.21,-5.676254,-1.1921122,420.86,BARD1,BRCA1 associated RING domain 1
9104,1.22E-06,1.38E-08,0.4212,5.676462,2.3911287,96.57,RGN,regucalcin
3815,1.24E-06,1.41E-08,0.4811,5.671654,2.7283877,4542.68,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
92293,1.24E-06,1.41E-08,0.6046,5.672361,3.4292677,487.46,TMEM132C,transmembrane protein 132C
116441,1.27E-06,1.45E-08,0.2964,5.667487,1.6799987,1336.98,TM4SF18,transmembrane 4 L six family member 18
115362,1.30E-06,1.49E-08,0.6134,-5.662285,-3.4733193,1452.92,GBP5,guanylate binding protein 5
101928153,1.30E-06,1.50E-08,0.3295,5.66193,1.8657545,74.16,ITGA9-AS1,ITGA9 antisense RNA 1
54997,1.30E-06,1.49E-08,0.569,5.662161,3.2219457,655.58,TESC,tescalcin
10810,1.32E-06,1.53E-08,0.2223,5.658226,1.2580078,669.6,WASF3,WASP family member 3
57214,1.34E-06,1.56E-08,0.5635,-5.654756,-3.186656,480.12,CEMIP,cell migration inducing hyaluronidase 1
440689,1.37E-06,1.61E-08,0.3394,-5.649054,-1.9170599,84.57,H2BC18,H2B clustered histone 18
22885,1.37E-06,1.61E-08,0.2746,5.648979,1.5514193,1480.22,ABLIM3,actin binding LIM protein family member 3
